Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
спешить,4651,hurry up,,V,B1,"MiP, LM",3,спеша,Imperf.Gerund,Костя не спеша пошёл к дому.,Kostya slowly walked toward his house.,,_,"люди, время",,,
спина,4652,back,,N.Fem.Inan,B1,"Golosa, LM",1,спиной,Ins.Sing,За спиной у Наташи был небольшой рюкзак.,Natasha had a small backpack on her back.,,_,"люди, здоровье",,,
спина,4653,back,,N.Fem.Inan,B1,"Golosa, LM",2,спину,Acc.Sing,От боли он не мог выпрямить спину.,"Due to the pain, he couldn't straighten his back.",,_,"люди, здоровье",,,
спина,4654,back,,N.Fem.Inan,B1,"Golosa, LM",3,спине,Loc.Sing,Она закричала от сильной боли в спине.,She screamed because of the intense pain in her back.,,_,"люди, здоровье",,,
список,4655,list,,N.Masc.Inan,B1,"MiP, LM",1,список,Acc.Sing,"Составь список вещей, которые возьмёшь в поездку.",Make a list of the things you'll take on the trip.,,_,"магазин, учёба/работа",,,
список,4656,list,,N.Masc.Inan,B1,"MiP, LM",2,списка,Gen.Sing,У нас нет постоянного списка участников.,We do not have a fixed list of participants.,,_,"магазин, учёба/работа",,,
список,4657,list,,N.Masc.Inan,B1,"MiP, LM",3,списки,Acc.Plur,Когда опубликуют списки поступивших в этот университет?,When will they publish the lists of those who got accepted to this university?,,_,"магазин, учёба/работа",,,
спорить,4658,argue,,V,B1,"MiP, LM",1,спорить,Imperf.Inf,Она не любила спорить о политике.,She didn't like to argue about politics.,,_,"люди, общение",,,
спорить,4659,argue,,V,B1,"MiP, LM",2,спорят,Imperf.Plur.3,О чём это они спорят?,What are they arguing about?,,_,"люди, общение",,,
спорить,4660,argue,,V,B1,"MiP, LM",3,спорили,Imperf.Plur.Past,"Они часто спорили о том, куда поехать отдыхать.",They often argued about where to go on vacation.,,_,"люди, общение",,,
способный,4661,capable,,A,B1,LM,1,способны,Plur,"Вы даже не представляете, на что вы способны!",You can’t even imagine what you're capable of!,,_,описание,,,
способный,4662,capable,,A,B1,LM,2,способен,Masc.Sing,Этот человек вообще не способен на зло.,This person isn’t capable of doing anything evil.,,_,описание,,,
способный,4663,capable,,A,B1,LM,3,способно,Neut.Sing,"Он не считает, что чёрно-белое кино способно победить цветное.",He does not believe that black and white movies are able to win out over color movies.,,_,описание,,,
спутник,4664,satellite,,N.Masc.Inan,B1,LM,1,спутников,Gen.Plur,Сколько спутников у Марса?,How many satellites does Mars have?,,_,погода,,,
спутник,4665,satellite,,N.Masc.Inan,B1,LM,2,спутника,Gen.Sing,Этот снимок Земли был сделан со спутника.,This picture of the Earth was taken from a satellite.,,_,погода,,,
спутник,4666,satellite,,N.Masc.Inan,B1,LM,3,спутники,Acc.Plur,Их команда запускает спутники на орбиту.,Their team launches satellites into orbit.,,_,погода,,,
сравнивать,4667,compare,,V,B1,LM,1,сравнивать,Imperf.Inf,"Сравнивать себя нужно не с другими людьми, а с собой в прошлом.","Compare yourself not with other people, but with yourself in the past.",,_,"учёба/работа, мера",,,
сравнивать,4668,compare,,V,B1,LM,2,сравнивают,Imperf.Plur.3,Его часто сравнивают с Леонардо да Винчи.,He is often compared to Leonardo da Vinci.,,_,"учёба/работа, мера",,,
сравнивать,4669,compare,,V,B1,LM,3,сравнивая,Imperf.Gerund,"Сравнивая три надписи, он понял значение иероглифов.","By comparing the three inscriptions, he figured out the meaning of the hieroglyphs.",,_,"учёба/работа, мера",,,
стараться,4670,try hard,,V,B1,"Golosa, LM",1,стараюсь,Imperf.Sing.1,Я стараюсь каждое утро пробегать три километра.,I try to run three kilometers every morning.,,_,"люди, внутренний мир, учёба/работа",,,
стараться,4671,try hard,,V,B1,"Golosa, LM",2,старался,Imperf.Masc.Sing.Past,Александр старался не говорить с друзьями о политике.,Alexander tried not to talk about politics with his friends .,,_,"люди, внутренний мир, учёба/работа",,,
стараться,4672,try hard,,V,B1,"Golosa, LM",3,старается,Imperf.Sing.3,Из каждого путешествия Миша старается привезти для своей коллекции что-нибудь новое.,Misha tries to bring something new from each trip for his collection.,,_,"люди, внутренний мир, учёба/работа",,,
старик,4673,old man,,N.Masc.Anim,B1,LM,1,старик,Nom.Sing,"Он часто видел, что в храме сидит старик, ― сидит, смотрит перед собой и молчит.","He often saw an old man sitting in the church: sitting, looking straight ahead and not saying a word.",,_,люди,,,
старик,4674,old man,,N.Masc.Anim,B1,LM,2,старики,Nom.Plur,Почему же в таком случае старики у нас такие бедные?,"Why, then, are old people so poor?",,_,люди,,,
старик,4675,old man,,N.Masc.Anim,B1,LM,3,стариков,Acc.Plur,Чаще всего мошенники обманывали доверчивых стариков.,Most often the swindlers were deceiving gullible old people.,,_,люди,,,
старинный,4676,ancient,,A,B1,LM,1,старинный,Nom.Masc.Sing,В середине комнаты стоял большой старинный шкаф.,There was a large old wardrobe in the middle of the room.,,_,"описание, время",,,
